"V1" "V2"
"1" 1.10336844529957 3.49738817196339
"2" 1.44275435712188 3.72463665436953
"3" 1.66132494295016 9.48344165692106
"4" 0.810356390662491 1.73863188829273
"5" 1.63618891872466 7.10094463080168
"6" 1.42991081764922 2.89396588224918
"7" 0.429287442937493 3.48651011474431
"8" 1.18608732149005 1.57945892540738
"9" 1.34648607671261 9.52007526298985
"10" 0.0256666727364063 5.05435870029032
"11" 0.967764896806329 8.66697333753109
"12" 0.976392281707376 9.45396794006228
"13" 1.18528871284798 4.02837842237204
"14" 0.00816874811425805 7.09754422539845
"15" 0.453533752355725 9.85696490621194
"16" 1.28020416432992 9.03495285427198
"17" 0.388681300450116 7.54039992811158
"18" 1.75883678626269 2.98726517241448
"19" 0.99765117187053 1.67797739617527
"20" 1.0831213244237 1.13984174095094
"21" 1.2473333273083 6.36042032856494
"22" 1.53620662912726 2.31932608876377
"23" 0.214755504392087 8.27183427521959
"24" 0.0621008896268904 1.05987088521942
"25" 1.13594165025279 5.83671035477892
"26" 0.287557292263955 1.50415891548619
"27" 0.47500175004825 5.86857629008591
"28" 0.214833082165569 6.42389719374478
"29" 1.15282552596182 9.2840264341794
"30" 0.227441222406924 2.17837915290147
"31" 0.622658871114254 1.51966769481078
"32" 0.848422457464039 9.00330579606816
"33" 0.63620595773682 9.99289192492142
"34" 1.7394001558423 6.16447552340105
"35" 1.27125995326787 2.32577080605552
"36" 0.537400190252811 0.93183494405821
"37" 1.54394389502704 3.34159944439307
"38" 1.72680645855144 3.84472876554355
"39" 1.82485756045207 1.22911417856812
"40" 1.07307680882514 0.348880642559379
"41" 1.87780949054286 8.8106899918057
"42" 1.15590411564335 7.41015934385359
"43" 0.551434738561511 7.03794508008286
"44" 0.978046850766987 7.61156702879816
"45" 1.3453214187175 6.64255697512999
"46" 0.391173525247723 0.794433115515858
"47" 0.358638804871589 4.88950158236548
"48" 0.335127706173807 5.43354072840884
"49" 1.29109840188175 2.16492475243285
"50" 1.95793507015333 9.71061368472874
"51" 1.26956270355731 4.88696562126279
"52" 0.30208668159321 7.51438554143533
"53" 0.382581949234009 7.85851115593687
"54" 0.585154253523797 4.21282762894407
"55" 0.580442487262189 2.02154323225841
"56" 0.9611602621153 3.90014400240034
"57" 0.973264554981142 8.47641905536875
"58" 0.954681521747261 3.50653586210683
"59" 0.490828496403992 4.86888247076422
"60" 1.24646382080391 4.29896179353818
"61" 1.37998583633453 7.61894086375833
"62" 0.585162420757115 0.012255278415978
"63" 1.23040468106046 1.62801945349202
"64" 0.465106573421508 3.41637110803276
"65" 1.60798198729753 1.10672669718042
"66" 1.81208880105987 0.37408692529425
"67" 0.438181103207171 9.30576778948307
"68" 1.68341375142336 0.614645923487842
"69" 1.16069652326405 8.34760457742959
"70" 0.749969040043652 2.81779054319486
"71" 0.201253556646407 0.862852698192
"72" 0.582750286906958 2.88765556877479
"73" 1.56622820720077 2.5090283039026
"74" 0.122959617059678 2.00563282473013
"75" 0.328911794815212 8.65203247638419
"76" 1.77606282522902 7.24215726368129
"77" 0.509422758594155 3.68270635837689
"78" 0.186564850620925 9.66445548925549
"79" 1.43289151787758 3.64422423997894
"80" 0.601441439706832 3.96422143792734
"81" 0.784871825482696 6.78635355317965
"82" 1.26134476205334 4.68043386237696
"83" 0.35603656899184 3.44501462066546
"84" 1.7794240238145 3.40068196412176
"85" 0.768690658733249 7.54560334142298
"86" 1.81444331910461 5.14934251550585
"87" 0.625070088542998 8.08133334852755
"88" 0.287102784030139 8.25600535608828
"89" 0.0179842649959028 4.82492306502536
"90" 0.108509680721909 9.53048501629382
"91" 0.22433368396014 3.7071997881867
"92" 1.34713343577459 4.97562409378588
"93" 1.79297402268276 7.73826875956729
"94" 1.38493943633512 3.96472077583894
"95" 1.913098258432 3.98277681553736
"96" 0.246845175977796 3.0662774364464
"97" 0.18060485040769 3.09378250967711
"98" 1.3765501617454 1.70863430481404
"99" 0.220235842745751 0.293603597674519
"100" 1.92949343007058 0.0946699432097375
"101" 1.88802857045084 4.61383314570412
"102" 1.6578206345439 5.74458941584453
"103" 1.01102453563362 5.6579423812218
"104" 0.682901648804545 2.68356373999268
"105" 0.977818528655916 7.04646792262793
"106" 0.229496302083135 6.06420294614509
"107" 0.912791668437421 4.32177148992196
"108" 0.859338890761137 6.67438479606062
"109" 0.754167003091425 4.1823607403785
"110" 0.980752351228148 7.44279896840453
"111" 0.691831512842327 4.9473655410111
"112" 0.308083985000849 5.06208325736225
"113" 1.16117376741022 1.4707593829371
"114" 0.524174044374377 9.11231646547094
"115" 1.09617295162752 8.75384191283956
"116" 0.105852330103517 0.310411867685616
"117" 0.191060237586498 4.38541742740199
"118" 0.285093821585178 0.605015659239143
"119" 0.986395607236773 7.61516232741997
"120" 1.40282227285206 7.36140761291608
"121" 1.37911846814677 8.6331407376565
"122" 1.58040073188022 5.87248266674578
"123" 0.585932934191078 5.93541212379932
"124" 1.76743671856821 0.425232348497957
"125" 1.96642574202269 5.90725861722603
"126" 1.68755523907021 1.04549097595736
"127" 1.1000477168709 0.264473671559244
"128" 0.731876917183399 0.159005587920547
"129" 0.00364221725612879 1.9182868511416
"130" 1.5317514478229 4.1188183426857
"131" 1.67097060149536 2.5082452269271
"132" 0.175192120485008 8.23924341239035
"133" 1.24227145593613 8.01088610431179
"134" 0.228122503031045 7.20715377246961
"135" 0.252478714101017 8.74128771480173
"136" 0.392402895260602 8.78615752561018
"137" 1.35119115794078 8.23889648076147
"138" 0.474605185445398 1.44721075193956
"139" 0.834494868293405 2.36018141033128
"140" 1.24139265296981 6.04253237135708
"141" 0.481895256321877 7.60060309432447
"142" 0.601190909277648 5.49418531823903
"143" 1.72359806764871 2.02723619528115
"144" 1.1267879055813 7.08340713288635
"145" 0.0793455722741783 0.470598577521741
"146" 1.60042095789686 0.500247124582529
"147" 0.396223328541964 7.23478946369141
"148" 0.231152884662151 6.75222645048052
"149" 0.451876748818904 0.86801624391228
"150" 0.908722628839314 5.79252758994699
"151" 0.65450315317139 7.24588328739628
"152" 1.35607160255313 1.54651136603206
"153" 0.707473817281425 9.81287462403998
"154" 0.898294993210584 6.69133755145594
"155" 0.117365490179509 3.7812514975667
"156" 1.21797587582842 7.97754446743056
"157" 1.58282109722495 1.40922704478726
"158" 1.93048469908535 2.62048206524923
"159" 0.652130725327879 3.81254358682781
"160" 1.43105020700023 1.8249097908847
"161" 0.272902249824256 1.29319141618907
"162" 1.14440738176927 2.96990629751235
"163" 0.38927850080654 7.20170641317964
"164" 1.9480281881988 5.71863220538944
"165" 1.31311200652272 7.51684456132352
"166" 0.210335604380816 3.40744354296476
"167" 0.399567486718297 1.78441136609763
"168" 0.576373038347811 1.86567826429382
"169" 0.153116681613028 5.08574459934607
"170" 1.99238329846412 3.2487566373311
