"V1" "V2" "V3"
"1" -0.849718203630238 0.0381693409695597 0.657495409451871
"2" 0.173086194846528 1.00151002034749 -1.53715932468228
"3" -0.278399279499572 1.19859011272461 1.60611156759527
"4" -0.605943293527195 -0.0423710675771983 2.27503918183158
"5" -1.36035487026711 -1.42831460171974 0.180878450349063
"6" 2.98970126800664 0.620481942331079 1.87842225295946
"7" -0.02594437784629 0.126129309277009 -0.301211921560956
"8" 0.438276586295668 0.818185606122209 0.30180615409739
"9" 0.453833442611441 1.91016594792599 -0.119481396029136
"10" 0.335793481215789 -0.824255203405165 0.565922199840505
"11" 0.937590526542505 -0.0509691282515956 1.00410739460693
"12" 0.560632927818789 0.502444570110276 0.445556463703779
"13" 0.512126285338912 -0.200443686501437 0.0432015132966822
"14" -1.57404652643921 -0.0177838017743893 -1.24056436714717
"15" -0.462001545930979 -1.23432898642929 -0.775594441467982
"16" -1.1208293613163 -0.407317196609449 -2.38836530705023
"17" 0.241293481493263 -1.70814360305487 -1.57256457813555
"18" -0.0792249006388593 -1.35680898006475 0.968972152124489
"19" 0.707459203449308 1.42910775463037 -1.87655385170961
"20" -0.935618567577889 -0.135058465005276 0.724584873874473
"21" 1.55242613593175 0.541442799298747 -1.2046150864887
"22" 0.653248059544422 0.41992210351433 -1.33618898200452
"23" 0.711177349428341 -1.62905975552139 -1.20176758077784
"24" 0.477669534091317 -1.21178546269626 -1.9211127968563
"25" -0.0349303389481884 -0.0564414688940239 0.0171107047042565
"26" -0.34584765769529 0.0161740841827833 -0.334829452282587
"27" 0.495918022709103 1.08690327950705 -2.14665777183288
"28" -1.01457594378597 -1.11148806639198 -0.316761995491055
"29" -1.28986955658722 0.579290451572063 1.12051014243758
"30" 1.17071639368406 0.285992254718938 -1.45999801567609
"31" -0.823527116534117 1.29205471593886 1.83987732894909
"32" 0.487652508183865 2.30382075372719 -0.543104190549715
"33" 0.391035461040607 -0.123385611989771 2.14758254639273
"34" 1.08217761847789 0.47383962908151 0.659544234564188
"35" -0.226734959472981 0.0737837354138194 1.98089305451975
"36" -0.57663721708764 0.25252702052778 -0.361496630952111
"37" 0.347677053127197 3.21847343664784 1.31569393195729
"38" -1.20653299082959 0.655923909359462 1.12063279706791
