"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" -1.24945948201108 -2.79219230517824 91.2799582164735 200.32065410167 304.415147928521 108.247563070618 202.626417451538 300.778017919511
"2" -1.21889888610701 -2.99349109685846 203.40356817469 302.100722477771 105.000049504451 194.336258522235 309.484819532372 102.981483279727
"3" -0.500640012718864 -2.73752515362162 300.514508415945 98.124639717862 208.157885642722 291.653020256199 98.2002704730257 209.742375458591
"4" -0.87272760189762 -2.71194071066695 109.391094744205 195.522172553465 306.618602075614 98.5373638663441 199.733383543789 298.685025530867
"5" -0.819815645807055 -2.88525516928751 205.327363922261 290.725025180727 99.2047073552385 193.839102345519 298.8396998588 106.062566433102
"6" -1.45001337347108 -3.38026812777254 291.900003296323 108.820193177089 209.620603946969 299.047205024399 94.5663530100137 204.61679502856
"7" -0.962133150119857 -3.13132592218433 96.3392870221287 203.013378712349 306.859812675975 91.3122260710225 205.220368956216 300.711276787333
"8" -1.35653800310545 -2.7243280862532 199.756934312172 302.539673829451 99.2701525427401 207.111479868181 302.755663450807 106.342217475176
"9" -1.1405426446833 -2.8599340751133 297.40702806972 99.2003566538915 201.796468794346 298.980832956731 99.4967662822455 191.403612806462
"10" -1.21883888554025 -2.65256434634369 107.454296774231 198.207508269697 292.896532244049 108.107723584399 203.20123616606 297.707097264938
"11" -0.800901527564867 -3.33785859899097 203.216336984187 308.566174204461 94.1139284148812 200.141646214761 294.099435759708 92.522825463675
"12" -0.791524260724406 -2.75179801590687 291.000548484735 90.2785030100495 204.720854237676 300.601175390184 98.6643468821421 209.934945153072
"13" -0.938323096329595 -3.08112564052067 97.6149454014376 196.863707457669 296.842616456561 93.5734266927466 208.018390154466 305.741305318661
"14" -0.990916051676684 -3.1515624080026 197.525044814683 297.967606219463 97.9519256949425 195.25778952986 297.776336185634 101.827836828306
"15" -0.861652166295498 -3.62068012484227 303.16408129409 94.1021390818059 194.269377305172 290.669115260243 99.1309509472921 209.741419507191
"16" -0.862520655888608 -2.80541595585251 105.638496726751 207.390181445517 308.309500953183 95.4174717329443 191.330258296803 290.622516437434
"17" -1.01963009034886 -3.38071517248797 207.17541646678 302.315039844252 92.6360556436703 193.277264400385 290.128028672189 102.104933946393
"18" -1.02733742733046 -2.76679318718435 307.998362071812 94.0917941275984 204.303015056066 291.014858623967 102.508518323302 201.00113124121
"19" -0.937327574111644 -3.03523212146496 93.1228291708976 204.810544215143 290.569711052813 103.522948226891 201.772499615327 295.55200105533
"20" -0.442174812385838 -2.56470436328204 205.127117019147 298.199441325851 106.825242592022 207.516511119902 304.147214437835 99.4414569437504
"21" -0.993281022274689 -2.91707212292576 301.928482842632 101.798347285949 203.986265459098 309.507567449473 96.7621293105185 199.527580020949
"22" -0.773770130693233 -2.96891084033572 106.809032619931 199.416764597408 295.723006068729 105.784313203767 202.28600197006 307.851535035297
"23" -0.84665760037478 -3.15967788856878 201.789707168937 300.469056395814 101.060042269528 192.123443121091 295.453780745156 101.059576845728
"24" -0.847682310286032 -2.76607378946866 307.347582173534 92.3636284610257 195.78174201306 291.443497864529 103.881076844409 197.51597837545
"25" -0.57465392932438 -2.49125819829535 100.587155572139 191.372324908152 298.880159123801 103.243162040599 208.998904037289 294.32480643969
"26" -0.819287533878484 -3.18812701578856 202.070134519599 296.571391588077 91.6157516371459 199.434027476236 300.689097386785 109.910460454412
"27" -1.20823018664481 -3.15036896772734 294.370520100929 105.976460874081 202.718176660128 295.45782931149 108.418872663751 191.081319623627
"28" -1.02589104125922 -2.59797256737095 102.152584502473 209.964595874771 291.297504417598 108.265447248705 201.465770942159 290.643835142255
"29" -1.43276556403525 -3.03125318985243 202.241263566539 296.552245453931 92.8026004927233 194.118279097602 299.813136821613 97.082478213124
"30" -0.907976163461996 -2.64503280803525 294.544358593412 93.5017221793532 192.808330813423 296.604561470449 106.215518568642 207.10320640821
"31" -0.904049346055245 -3.19499303026845 96.6073304321617 197.984331585467 305.448185140267 95.4970434121788 201.386582367122 299.278240790591
"32" -0.912342345905895 -3.33052838385179 197.511460632086 294.519122452475 105.508406711742 197.450053980574 309.341128920205 99.8325452813879
"33" -0.879014327218143 -2.94144883770907 305.943389846943 94.2583328764886 203.97642810829 304.879161487333 99.0059311920777 201.416430282407
"34" -1.50645276405435 -3.45770596026128 109.320029751398 201.37364232447 292.535612368956 106.38875849545 208.457023268566 291.520490916446
"35" -1.17933856713621 -2.95753277687792 200.492301713675 306.844666632824 105.626244409941 208.998315273784 307.311876448803 108.29575331416
"36" -0.228224506110616 -3.36341945425164 297.435632194392 100.333751440048 207.032357365824 302.306971494108 109.778637723066 207.855060617439
"37" -0.363810191616507 -3.30063047954466 104.374981350265 206.459140591323 299.004117068835 100.770431957208 204.47648903355 294.357494236901
"38" -0.820513344705447 -3.12225221572354 190.031750602648 299.295670916326 108.732092678547 200.91417143587 306.678269528784 101.94775659591
